,provider_id,provider_name,year,total_avg_payment,payment_rank
57,30107,ARIZONA SPINE AND JOINT HOSPITAL,2013,11438.441161266666,58
58,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,2011,11413.02382586385,59
59,280013,THE NEBRASKA MEDICAL CENTER,2012,11380.06626631063,60
60,370210,"OKLAHOMA SURGICAL HOSPITAL, LLC",2013,11319.335475847502,61
61,100053,HIALEAH HOSPITAL,2011,11297.83886236748,62
62,370216,TULSA SPINE & SPECIALTY HOSPITAL,2011,11250.798861783333,63
63,280013,THE NEBRASKA MEDICAL CENTER,2011,11202.379928502934,64
64,370210,"OKLAHOMA SURGICAL HOSPITAL, LLC",2012,11142.949769312001,65
65,280131,MIDWEST SURGICAL HOSPITAL LLC,2013,11123.7000228,66
66,280013,THE NEBRASKA MEDICAL CENTER,2013,11123.422665251128,67
67,30107,ARIZONA SPINE AND JOINT HOSPITAL,2012,11102.0714956,68
68,100209,KENDALL REGIONAL MEDICAL CENTER,2011,11088.34187732381,69
69,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,2013,11078.186415386184,70
70,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,2013,11064.439885180598,71
71,100034,MOUNT SINAI MEDICAL CENTER,2011,11042.864682681324,72
72,30112,ARIZONA ORTHOPEDIC SURGICAL HOSPITAL,2011,11029.712029499999,73
73,100034,MOUNT SINAI MEDICAL CENTER,2013,11027.461540717979,74
74,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,2012,11023.273905722954,75
75,280131,MIDWEST SURGICAL HOSPITAL LLC,2012,11006.0163013425,76
76,370216,TULSA SPINE & SPECIALTY HOSPITAL,2012,10993.353855326666,77
77,100181,LARKIN COMMUNITY HOSPITAL,2011,10957.241469095716,78
78,50039,ENLOE MEDICAL CENTER,2013,10923.693289383164,79
79,100008,BAPTIST HOSPITAL OF MIAMI INC,2013,10917.181770740115,80
80,100154,"SOUTH MIAMI HOSPITAL, INC",2011,10916.554734201587,81
81,280030,ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MED,2013,10900.728455419421,82
82,100187,PALMETTO GENERAL HOSPITAL,2012,10860.226170268821,83
83,100187,PALMETTO GENERAL HOSPITAL,2011,10828.494757641025,84
84,100038,MEMORIAL REGIONAL HOSPITAL,2013,10819.982498529624,85
85,370001,HILLCREST MEDICAL CENTER,2011,10817.946690871673,86
86,30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",2013,10814.816036860086,87
87,100128,TAMPA GENERAL HOSPITAL,2013,10774.96226447085,88
88,370216,TULSA SPINE & SPECIALTY HOSPITAL,2013,10771.070153033334,89
89,100038,MEMORIAL REGIONAL HOSPITAL,2011,10761.742841182582,90
90,50030,OROVILLE HOSPITAL,2013,10755.242365314603,91
91,280131,MIDWEST SURGICAL HOSPITAL LLC,2011,10684.834125349998,92
92,30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",2012,10666.636833530692,93
93,100053,HIALEAH HOSPITAL,2012,10656.87562408281,94
94,30112,ARIZONA ORTHOPEDIC SURGICAL HOSPITAL,2012,10612.530286700001,95
95,460017,BRIGHAM CITY COMMUNITY HOSPITAL,2013,10561.718443073334,96
96,360351,CRYSTAL CLINIC ORTHOPAEDIC CENTER,2013,10512.628952003333,97
97,380051,SALEM HOSPITAL,2012,10510.744091575965,98
98,100154,"SOUTH MIAMI HOSPITAL, INC",2013,10489.02554711351,99
99,130006,ST LUKE'S REGIONAL MEDICAL CENTER,2013,10475.300064160368,100
100,100125,HOMESTEAD HOSPITAL,2013,10456.470330213335,101
101,100181,LARKIN COMMUNITY HOSPITAL,2012,10402.36260276862,102
102,370001,HILLCREST MEDICAL CENTER,2012,10388.543187000314,103
103,230141,MCLAREN FLINT,2011,10373.531708570139,104
104,370078,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,2011,10363.707886762964,105
105,280009,GOOD SAMARITAN HOSPITAL,2013,10351.868704447772,106
106,230141,MCLAREN FLINT,2013,10331.613792870527,107
107,450864,TEXAS SPINE AND JOINT HOSPITAL,2013,10306.5803153075,108
108,380051,SALEM HOSPITAL,2013,10277.84754877329,109
109,100038,MEMORIAL REGIONAL HOSPITAL,2012,10273.58316817357,110
110,360351,CRYSTAL CLINIC ORTHOPAEDIC CENTER,2012,10261.305141891668,111
111,50039,ENLOE MEDICAL CENTER,2011,10219.940474247394,112
112,450834,"PHYSICIANS CENTRE,THE",2012,10212.917935,113
113,230141,MCLAREN FLINT,2012,10178.262630687166,114
114,370001,HILLCREST MEDICAL CENTER,2013,10162.251729921098,115
115,50030,OROVILLE HOSPITAL,2012,10158.16508027854,116
116,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,2011,10152.71311499706,117
117,100154,"SOUTH MIAMI HOSPITAL, INC",2012,10147.71928239649,118
118,110054,FLOYD MEDICAL CENTER,2013,10138.912668149034,119
119,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,2012,10137.70569473386,120
120,150002,METHODIST HOSPITALS INC,2013,10134.422213769209,121
121,100050,PALM SPRINGS GENERAL HOSPITAL,2013,10112.23744743,122
122,370078,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,2012,10110.387184110883,123
123,360351,CRYSTAL CLINIC ORTHOPAEDIC CENTER,2011,10100.646629698333,124
124,110107,MEDICAL CENTER OF CENTRAL GEORGIA,2012,10074.869677563112,125
125,390046,YORK HOSPITAL,2012,10073.367674435405,126
126,110107,MEDICAL CENTER OF CENTRAL GEORGIA,2011,10007.014104836255,127
127,380047,ST CHARLES MEDICAL CENTER - BEND,2013,10005.48666421125,128
128,390046,YORK HOSPITAL,2011,10001.186522164791,129
129,150002,METHODIST HOSPITALS INC,2012,9996.281645104245,130
130,50039,ENLOE MEDICAL CENTER,2012,9957.407528396729,131
131,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2012,9951.867093067272,132
132,450864,TEXAS SPINE AND JOINT HOSPITAL,2012,9946.794068298334,133
133,30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",2011,9908.38326394883,134
134,130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,2012,9894.108291370114,135
135,390122,TITUSVILLE HOSPITAL,2012,9884.964267717063,136
136,30065,BANNER DESERT MEDICAL CENTER,2013,9883.114748305432,137
137,150002,METHODIST HOSPITALS INC,2011,9873.112402665949,138
138,100029,NORTH SHORE MEDICAL CENTER,2013,9865.969462255234,139
139,50301,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,2013,9858.726958321118,140
140,100029,NORTH SHORE MEDICAL CENTER,2011,9848.669683073434,141
141,100209,KENDALL REGIONAL MEDICAL CENTER,2012,9830.288534359932,142
142,450834,"PHYSICIANS CENTRE,THE",2013,9824.766691913333,143
143,280009,GOOD SAMARITAN HOSPITAL,2012,9801.452697155355,144
144,130006,ST LUKES REGIONAL MEDICAL CENTER,2012,9743.25508758855,145
145,280009,GOOD SAMARITAN HOSPITAL,2011,9718.240740983247,146
146,100284,WESTCHESTER GENERAL HOSPITAL,2011,9672.951656288888,147
147,100125,HOMESTEAD HOSPITAL,2012,9672.23405284026,148
148,130006,ST LUKES REGIONAL MEDICAL CENTER,2011,9651.658002559368,149
149,390307,EDGEWOOD SURGICAL HOSPITAL,2011,9639.9907609,150
150,100029,NORTH SHORE MEDICAL CENTER,2012,9636.534409126332,151
151,100053,HIALEAH HOSPITAL,2013,9615.416785542273,152
152,110107,MEDICAL CENTER OF CENTRAL GEORGIA,2013,9600.093285979,153
153,110054,FLOYD MEDICAL CENTER,2012,9572.493900726571,154
154,390009,SAINT VINCENT HOSPITAL,2013,9568.974475405945,155
155,50225,FEATHER RIVER HOSPITAL,2013,9530.384583349343,156
156,380047,ST CHARLES MEDICAL CENTER - BEND,2012,9517.292598684846,157
157,30065,BANNER DESERT MEDICAL CENTER,2012,9486.307213006057,158
158,360020,SUMMA HEALTH SYSTEMS HOSPITALS,2012,9484.456067699228,159
159,280125,FAITH REGIONAL HEALTH SERVICES,2013,9474.694597324939,160
160,100209,KENDALL REGIONAL MEDICAL CENTER,2013,9474.486461171924,161
161,390307,EDGEWOOD SURGICAL HOSPITAL,2013,9462.350830666666,162
162,360020,SUMMA HEALTH SYSTEMS HOSPITALS,2011,9456.914049381843,163
163,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2011,9448.7890838125,164
164,100284,WESTCHESTER GENERAL HOSPITAL,2012,9443.17480069861,165
165,390009,SAINT VINCENT HEALTH CENTER,2012,9436.557708887722,166
166,190241,PHYSICIANS MEDICAL CENTER,2011,9396.616666666667,167
167,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,2013,9392.553678722315,168
168,390307,EDGEWOOD SURGICAL HOSPITAL,2012,9377.6137872,169
169,30065,BANNER DESERT MEDICAL CENTER,2011,9374.333487109372,170
170,100075,ST JOSEPH'S HOSPITAL,2013,9353.73765455285,171
171,280060,ALEGENT CREIGHTON HEALTH BERGAN MERCY MEDICAL CTR,2013,9353.098827246835,172
172,290001,RENOWN REGIONAL MEDICAL CENTER,2012,9346.173064045654,173
173,140030,SHERMAN HOSPITAL,2011,9337.445028306489,174
174,100061,MERCY HOSPITAL INC,2011,9297.46102920935,175
175,290001,RENOWN REGIONAL MEDICAL CENTER,2011,9270.136712875465,176
176,280125,FAITH REGIONAL HEALTH SERVICES,2012,9259.484263588909,177
177,100284,WESTCHESTER GENERAL HOSPITAL,2013,9251.636052733333,178
178,100075,ST JOSEPH'S HOSPITAL,2011,9251.00982816682,179
179,380047,ST CHARLES MEDICAL CENTER - BEND,2011,9250.413983834118,180
180,30036,CHANDLER REGIONAL MEDICAL CENTER,2011,9240.462463602498,181
181,140290,ST ALEXIUS MEDICAL CENTER,2013,9224.225496530327,182
182,30036,CHANDLER REGIONAL MEDICAL CENTER,2013,9187.286612724782,183
183,100075,ST JOSEPH'S HOSPITAL,2012,9184.278195022322,184
184,110190,FLINT RIVER HOSPITAL,2011,9164.092094333333,185
185,50225,FEATHER RIVER HOSPITAL,2012,9137.819501025713,186
186,390046,YORK HOSPITAL,2013,9132.73542196591,187
187,450299,COLLEGE STATION MEDICAL CENTER,2013,9122.592817108334,188
188,450101,HILLCREST BAPTIST MEDICAL CENTER,2011,9085.675731759684,189
189,30119,MERCY GILBERT MEDICAL CENTER,2011,9084.589151852933,190
190,50042,ST ELIZABETH COMMUNITY HOSPITAL,2012,9072.107741447844,191
191,380051,SALEM HOSPITAL,2011,9069.163234526206,192
192,290001,RENOWN REGIONAL MEDICAL CENTER,2013,9057.400295391604,193
193,360020,SUMMA HEALTH SYSTEMS HOSPITALS,2013,9026.866010420323,194
194,130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,2013,9016.87343859948,195
195,380040,ST CHARLES MEDICAL CENTER - REDMOND,2011,9010.513271178077,196
196,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,2012,8994.067483441177,197
197,280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,2011,8992.795474401199,198
198,370078,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,2013,8982.558881468067,199
199,390079,ROBERT PACKER HOSPITAL,2012,8965.850457208071,200
200,100281,MEMORIAL HOSPITAL WEST,2013,8948.052483120717,201
201,140290,ST ALEXIUS MEDICAL CENTER,2012,8942.118219455355,202
202,100050,PALM SPRINGS GENERAL HOSPITAL,2011,8933.180718030952,203
203,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,2013,8911.517780334183,204
204,110054,FLOYD MEDICAL CENTER,2011,8905.52463045866,205
205,450101,HILLCREST BAPTIST MEDICAL CENTER,2013,8893.404378206933,206
206,50030,OROVILLE HOSPITAL,2011,8882.820208745641,207
207,280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,2012,8882.632141466354,208
208,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,2011,8866.397353535,209
209,140290,ST ALEXIUS MEDICAL CENTER,2011,8863.982239187935,210
210,360027,AKRON GENERAL MEDICAL CENTER,2013,8851.116590400461,211
211,350006,TRINITY HOSPITALS,2011,8837.853902269564,212
212,280081,ALEGENT CREIGHTON HEALTH IMMANUEL MEDICAL CENTER,2013,8800.166375857281,213
213,390079,ROBERT PACKER HOSPITAL,2013,8766.322700991366,214
214,30119,MERCY GILBERT MEDICAL CENTER,2012,8763.413023437777,215
215,460004,MCKAY DEE HOSPITAL,2013,8741.388814425323,216
216,360027,AKRON GENERAL MEDICAL CENTER,2012,8739.99402568017,217
217,290002,SOUTH LYON MEDICAL CENTER,2013,8730.328417820001,218
218,100281,MEMORIAL HOSPITAL WEST,2011,8729.0760967075,219
219,100076,METROPOLITAN HOSPITAL OF MIAMI,2013,8717.804786140303,220
220,30105,BANNER HEART HOSPITAL,2012,8711.739591656251,221
221,140030,SHERMAN HOSPITAL,2013,8711.701493698127,222
222,100296,DOCTORS HOSPITAL INC,2011,8691.102806150153,223
223,30119,MERCY GILBERT MEDICAL CENTER,2013,8685.618336115396,224
224,50042,ST ELIZABETH COMMUNITY HOSPITAL,2013,8683.742496143637,225
225,160028,ALEGENT HEALTH MERCY HOSPITAL,2013,8673.824297022064,226
226,450011,ST JOSEPH REGIONAL HEALTH CENTER,2013,8671.231034149032,227
227,390079,ROBERT PACKER HOSPITAL,2011,8640.990025601513,228
228,450101,HILLCREST BAPTIST MEDICAL CENTER,2012,8637.476696679696,229
229,110164,COLISEUM MEDICAL CENTER,2012,8624.768151840844,230
230,140291,ADVOCATE GOOD SHEPHERD HOSPITAL,2013,8618.790069076966,231
231,450011,ST JOSEPH REGIONAL HEALTH CENTER,2012,8611.942654016986,232
232,100076,METROPOLITAN HOSPITAL OF MIAMI,2011,8590.83179385,233
233,390009,SAINT VINCENT HEALTH CENTER,2011,8572.056354653696,234
234,100183,CORAL GABLES HOSPITAL,2011,8553.31220122012,235
235,100183,CORAL GABLES HOSPITAL,2012,8546.620842681456,236
236,190241,PHYSICIANS MEDICAL CENTER,2013,8542.15293063,237
237,190008,TERREBONNE GENERAL MEDICAL CENTER,2012,8535.945125516593,238
238,150034,ST MARY MEDICAL CENTER INC,2012,8531.162870333372,239
239,130002,ST LUKES MAGIC VALLEY RMC,2011,8529.731933697827,240
240,360027,AKRON GENERAL MEDICAL CENTER,2011,8507.859373505065,241
241,450299,COLLEGE STATION MEDICAL CENTER,2012,8493.798589210832,242
242,280125,FAITH REGIONAL HEALTH SERVICES,2011,8493.170627946169,243
243,30036,CHANDLER REGIONAL MEDICAL CENTER,2012,8487.333878388928,244
244,30105,BANNER HEART HOSPITAL,2013,8482.791282226666,245
245,370202,HILLCREST HOSPITAL SOUTH,2012,8473.807755105117,246
246,390122,TITUSVILLE HOSPITAL,2013,8458.366017559287,247
247,100243,BRANDON REGIONAL HOSPITAL,2013,8451.657961746356,248
248,460004,MCKAY DEE HOSPITAL CENTER,2012,8451.17247322942,249
249,390063,UPMC HAMOT,2012,8446.530001147137,250
250,100150,LOWER KEYS MEDICAL CENTER,2011,8445.368760215282,251
251,450011,ST JOSEPH REGIONAL HEALTH CENTER,2011,8436.663792552084,252
252,50225,FEATHER RIVER HOSPITAL,2011,8431.78208852265,253
253,140291,ADVOCATE GOOD SHEPHERD HOSPITAL,2011,8419.783518157696,254
254,190008,TERREBONNE GENERAL MEDICAL CENTER,2013,8419.535902106229,255
255,30105,BANNER HEART HOSPITAL,2011,8415.784944107407,256
256,190008,TERREBONNE GENERAL MEDICAL CENTER,2011,8415.566390616654,257
257,100296,DOCTORS HOSPITAL INC,2013,8401.374798830077,258
258,190241,PHYSICIANS MEDICAL CENTER,2012,8399.64913603,259
259,50042,ST ELIZABETH COMMUNITY HOSPITAL,2011,8395.306389958334,260
260,150035,PORTER VALPARAISO HOSPITAL,2011,8391.231964178547,261
261,450052,GOODALL WITCHER HOSPITAL,2013,8383.968182006667,262
262,100125,HOMESTEAD HOSPITAL,2011,8383.271167937726,263
263,130002,ST LUKE'S MAGIC VALLEY RMC,2013,8368.581076051785,264
264,140030,SHERMAN HOSPITAL,2012,8364.929403192047,265
265,110164,COLISEUM MEDICAL CENTER,2011,8361.808127448263,266
266,150035,PORTER REGIONAL HOSPITAL,2013,8353.844223731081,267
267,100243,BRANDON REGIONAL HOSPITAL,2011,8340.53619227778,268
268,390063,UPMC HAMOT,2011,8334.70373782421,269
269,110164,COLISEUM MEDICAL CENTER,2013,8310.86074617696,270
270,390122,TITUSVILLE HOSPITAL,2011,8298.705952693,271
271,140217,PROVENA - SAINT JOSEPH HOSPITAL,2011,8290.866904835872,272
272,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,2012,8282.397099996508,273
273,100050,PALM SPRINGS GENERAL HOSPITAL,2012,8277.405037673889,274
274,370091,"SAINT FRANCIS HOSPITAL, INC",2011,8270.860793305066,275
275,390233,HANOVER HOSPITAL,2012,8268.027102885397,276
276,100281,MEMORIAL HOSPITAL WEST,2012,8265.784585774067,277
277,100150,LOWER KEYS MEDICAL CENTER,2012,8265.123782638055,278
278,150034,ST MARY MEDICAL CENTER INC,2013,8250.892970534836,279
279,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,2011,8243.621959426875,280
280,450083,EAST TEXAS MEDICAL CENTER,2013,8240.584837105704,281
281,100243,BRANDON REGIONAL HOSPITAL,2012,8240.173917053677,282
282,100173,FLORIDA HOSPITAL TAMPA,2013,8234.539044825511,283
283,450083,EAST TEXAS MEDICAL CENTER,2012,8227.131132328517,284
284,30126,ARIZONA REGIONAL MEDICAL CENTER,2013,8218.452564633333,285
285,140291,ADVOCATE GOOD SHEPHERD HOSPITAL,2012,8215.858151731923,286
286,350006,TRINITY HOSPITALS,2013,8211.032997552624,287
287,130014,WEST VALLEY MEDICAL CENTER,2013,8193.367705954592,288
288,390063,UPMC HAMOT,2013,8181.349316975267,289
289,100173,FLORIDA HOSPITAL TAMPA,2012,8146.4043150476255,290
290,370091,"SAINT FRANCIS HOSPITAL, INC",2012,8130.226123869497,291
291,100296,DOCTORS HOSPITAL INC,2012,8126.41145434845,292
292,140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,2012,8125.389192644183,293
293,350006,TRINITY HOSPITALS,2012,8114.11735394891,294
294,50301,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,2012,8113.166595654445,295
295,160028,ALEGENT HEALTH MERCY HOSPITAL,2011,8099.198491188163,296
296,370114,"ST JOHN MEDICAL CENTER, INC",2011,8073.9162444774465,297
297,100289,CLEVELAND CLINIC HOSPITAL,2013,8063.662693611049,298
298,110069,HOUSTON MEDICAL CENTER,2011,8046.30494987336,299
299,450083,EAST TEXAS MEDICAL CENTER,2011,8046.025904235068,300
300,50301,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,2011,8011.006138344176,301
301,390101,MEMORIAL HOSPITAL YORK,2011,7983.881790015159,302
302,110069,HOUSTON MEDICAL CENTER,2012,7971.8885053189715,303
303,100173,FLORIDA HOSPITAL TAMPA,2011,7953.024560300339,304
304,140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,2012,7948.178186262137,305
305,370202,SOUTHCREST HOSPITAL,2011,7927.232783678735,306
306,150035,PORTER REGIONAL HOSPITAL,2012,7908.743120918726,307
307,30122,BANNER GATEWAY MEDICAL CENTER,2012,7908.300739436923,308
308,370091,"SAINT FRANCIS HOSPITAL, INC",2013,7907.889851025,309
309,370114,"ST JOHN MEDICAL CENTER, INC",2012,7905.284045899073,310
310,30122,BANNER GATEWAY MEDICAL CENTER,2011,7890.922685903715,311
311,130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,2013,7890.245665933971,312
312,280040,THE NEBRASKA METHODIST HOSPITAL,2013,7885.479321414058,313
313,450080,TITUS REGIONAL MEDICAL CENTER,2013,7851.79562565706,314
314,280040,THE NEBRASKA METHODIST HOSPITAL,2011,7830.031987296166,315
315,450102,MOTHER FRANCES HOSPITAL,2013,7817.029442267071,316
316,130002,ST LUKES MAGIC VALLEY RMC,2012,7811.834647587308,317
317,150034,ST MARY MEDICAL CENTER INC,2011,7810.6917590768335,318
318,30126,ARIZONA REGIONAL MEDICAL CENTER,2011,7801.517056136364,319
319,450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,2012,7800.321809607177,320
320,100183,CORAL GABLES HOSPITAL,2013,7797.209510007779,321
321,110069,HOUSTON MEDICAL CENTER,2013,7796.505366908126,322
322,30088,BANNER BAYWOOD MEDICAL CENTER,2013,7788.4799931901325,323
323,100230,MEMORIAL HOSPITAL PEMBROKE,2011,7788.289752972297,324
324,130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,2011,7777.579224551624,325
325,100076,METROPOLITAN HOSPITAL OF MIAMI,2012,7761.837154222584,326
326,380056,SANTIAM MEMORIAL HOSPITAL,2011,7742.858691577143,327
327,370018,JANE PHILLIPS MEDICAL CENTER,2013,7740.191211681112,328
328,450299,COLLEGE STATION MEDICAL CENTER,2011,7737.587476017255,329
329,150126,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,2013,7735.40078042884,330
330,280111,COLUMBUS COMMUNITY HOSPITAL,2013,7710.264404303225,331
331,360019,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,2011,7704.366937294547,332
332,370018,JANE PHILLIPS MEDICAL CENTER,2012,7687.102163413637,333
333,100285,MEMORIAL HOSPITAL MIRAMAR,2012,7669.487764799435,334
334,140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,2013,7667.367814904321,335
335,280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER,2011,7658.58342893891,336
336,30126,ARIZONA REGIONAL MEDICAL CENTER,2012,7658.202541252778,337
337,390233,HANOVER HOSPITAL,2011,7654.905941802966,338
338,100062,MUNROE REGIONAL MEDICAL CENTER,2013,7638.508079389059,339
339,280040,THE NEBRASKA METHODIST HOSPITAL,2012,7637.309512707506,340
340,140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,2011,7616.754557069285,341
341,370114,"ST JOHN MEDICAL CENTER, INC",2013,7604.3819409624775,342
342,390043,SOLDIERS AND SAILORS MEMORIAL HOSPITAL,2011,7592.971306121858,343
343,140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,2013,7583.457396323483,344
344,110201,COLISEUM NORTHSIDE HOSPITAL,2012,7564.401616650198,345
345,100289,CLEVELAND CLINIC HOSPITAL,2012,7560.3097325448025,346
346,380052,"ST ALPHONSUS MEDICAL CENTER - ONTARIO, INC",2013,7530.029435945362,347
347,390113,MEADVILLE MEDICAL CENTER,2013,7514.611645547949,348
348,150126,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,2012,7514.604605161337,349
349,450102,MOTHER FRANCES HOSPITAL,2011,7506.993535113293,350
350,370025,EASTAR HEALTH SYSTEM,2013,7506.658971144002,351
351,450102,MOTHER FRANCES HOSPITAL,2012,7504.905096114567,352
352,100150,LOWER KEYS MEDICAL CENTER,2013,7497.507494099213,353
353,100062,MUNROE REGIONAL MEDICAL CENTER,2011,7493.823472356054,354
354,280023,ST FRANCIS MEDICAL CENTER,2013,7482.044426749006,355
355,280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER,2012,7479.257579161136,356
356,390101,MEMORIAL HOSPITAL,2012,7476.80641327961,357
